 Nom Ville ;MAJ   ; Code Postal ; Code INSEE ;Code Région; Latitude ; Longitude ; Eloignement ;
 Arc-sous-Montenot ;ARC SOUS MONTENOT ;25270;25026;43;46.916667;6;1.96;
 Arguel ;ARGUEL   ;25720;25027;43;47.2;6;1.37;
 Beure ;BEURE   ;25720;25058;43;47.2;6;1.37;
 Chevroz ;CHEVROZ   ;25870;25153;43;47.333333;6;1.37;
 Lizine ;LIZINE   ;25330;25338;43;47.05;6;1.37;
 Nans-sous-Sainte-Anne ;NANS SOUS SAINTE ANNE;25330;25420;43;46.983333;6;1.54;
 Refranche ;REFRANCHE   ;25330;25484;43;47.033333;6;1.37;
 Le Cheylas ;LE CHEYLAS  ;38570;38100;82;45.366667;6;1.91;
 Morêtel-de-Mailles ;MORETEL DE MAILLES ;38570;38262;82;45.366667;6;1.91;
 Theys ;THEYS   ;38570;38504;82;45.3;6;1.91;
 Charency ;CHARENCY   ;39250;39108;43;46.766667;6;2.07;
 Conte ;CONTE   ;39300;39165;43;46.75;6;2.07;
 Treffay ;TREFFAY   ;39300;39536;43;46.733333;6;2.07;
 Aingeray ;AINGERAY   ;54460;54007;41;48.733333;6;1;
 Fécocourt ;FECOCOURT   ;54115;54190;41;48.4;6;1.45;
 Germiny ;GERMINY   ;54170;54223;41;48.55;6;1.41;
 Gézoncourt ;GEZONCOURT   ;54380;54225;41;48.833333;6;0.89;
 Grimonviller ;GRIMONVILLER   ;54115;54237;41;48.383333;6;1.51;
 Prény ;PRENY   ;54530;54435;41;48.983333;6;1.22;
 Rosières-en-Haye ;ROSIERES EN HAYE ;54385;54463;41;48.783333;6;2.22;
 Vandeléville ;VANDELEVILLE   ;54115;54545;41;48.433333;6;1.33;
 Villers-sous-Prény ;VILLERS SOUS PRENY ;54700;54579;41;48.95;6;1.52;
 Fontoy ;FONTOY   ;57650;57226;41;49.35;6;1.92;
 Gorze ;GORZE   ;57680;57254;41;49.05;6;1.92;
 Havange ;HAVANGE   ;57650;57305;41;49.383333;6;1.94;
 Rezonville ;REZONVILLE   ;57130;57578;41;49.1;6;1.92;
 Sainte-Marie-aux-Chênes ;SAINTE MARIE AUX CHENES;57118;57620;41;49.2;6;1.92;
 Vernéville ;VERNEVILLE   ;57130;57707;41;49.15;6;1.92;
 Bure ;BURE   ;57710;57916;41;49.416667;6;-1;
 Aroz ;AROZ   ;70360;70028;72;47.616667;6;1;
 Boult ;BOULT   ;70190;70085;72;47.383333;6;1.79;
 Chargey-lès-Port ;CHARGEY LES PORT ;70170;70133;72;47.733333;6;1.62;
 Corre ;CORRE   ;70500;70177;72;47.916667;6;2.11;
 Ferrières-lès-Scey ;FERRIERES LES SCEY ;70360;70232;72;47.65;6;0.71;
 Fouchécourt ;FOUCHECOURT   ;70160;70244;72;47.783333;6;1.17;
 Montarlot-lès-Rioz ;MONTARLOT LES RIOZ ;70190;70355;72;47.416667;6;1.55;
 Purgerot ;PURGEROT   ;70160;70427;72;47.75;6;1.27;
 Venisey ;VENISEY   ;70500;70545;72;47.833333;6;1.5;
 Vougécourt ;VOUGECOURT   ;70500;70576;72;47.933333;6;2.23;
 Curienne ;CURIENNE   ;73190;73097;11;45.566667;6;0.77;
 Les Marches ;LES MARCHES  ;73800;73151;11;45.483333;6;1.55;
 Saint-Jean-d'Arvey ;SAINT JEAN D ARVEY;73230;73243;11;45.583333;6;0.77;
 Saint-Offenge-Dessous ;SAINT OFFENGE DESSOUS ;73100;73263;11;45.733333;6;1.69;
 Saint-Offenge-Dessus ;SAINT OFFENGE DESSUS ;73100;73264;11;45.716667;6;1.52;
 Saint-Ours ;SAINT OURS  ;73410;73265;11;45.75;6;1.74;
 Chainaz-les-Frasses ;CHAINAZ LES FRASSES ;74540;74054;72;45.766667;6;2.04;
 Chênex ;CHENEX   ;74520;74069;72;46.116667;6;1.43;
 Étercy ;ETERCY   ;74150;74117;72;45.883333;6;1.34;
 Héry-sur-Alby ;HERY SUR ALBY ;74540;74142;72;45.8;6;1.81;
 Marcellaz-Albanais ;MARCELLAZ ALBANAIS  ;74150;74161;72;45.866667;6;1.35;
 Marlioz ;MARLIOZ   ;74270;74168;72;46.033333;6;1.34;
 Mésigny ;MESIGNY   ;74330;74179;72;45.983333;6;1.56;
 Sallenôves ;SALLENOVES   ;74270;74257;72;46;6;1.34;
 Vaulx ;VAULX   ;74150;74292;72;45.933333;6;1.34;
 Barjols ;BARJOLS   ;83670;83012;11;43.55;6;0.88;
 Belgentier ;BELGENTIER   ;83210;83017;11;43.25;6;2.09;
 Dombasle-en-Xaintois ;DOMBASLE EN XAINTOIS ;88500;88139;11;48.3;6;1.31;
 Domjulien ;DOMJULIEN   ;88800;88146;11;48.25;6;0.86;
 Haréville ;HAREVILLE   ;88800;88231;11;48.2;6;0.86;
 Martinvelle ;MARTINVELLE   ;88410;88291;11;47.966667;6;2.42;
 Saint-Baslemont ;SAINT BASLEMONT  ;88260;88411;11;48.15;6;1.02;
 Mougins ;MOUGINS   ;6250;6085;93;43.6;7;1.82;
 Roquestéron ;ROQUESTERON   ;6910;6106;93;43.866667;7;0.84;
 Roquestéron-Grasse ;ROQUESTERON GRASSE  ;6910;6107;93;43.866667;7;0.84;
 Touët-sur-Var ;TOUET SUR VAR ;6710;6143;93;43.95;7;1.86;
 Valbonne ;VALBONNE   ;6560;6152;93;43.633333;7;1.57;
 Burnevillers ;BURNEVILLERS   ;25470;25102;43;47.316667;7;2.38;
 Glère ;GLERE   ;25190;25275;43;47.35;7;2.38;
 Bébing ;BEBING   ;57830;57056;41;48.7;7;2.02;
 Berthelming ;BERTHELMING   ;57930;57066;41;48.816667;7;1.35;
 Gosselming ;GOSSELMING   ;57930;57255;41;48.783333;7;1.54;
 Haut-Clocher ;HAUT CLOCHER  ;57400;57304;41;48.75;7;1.73;
 Ippling ;IPPLING   ;57990;57348;41;49.1;7;1.22;
 Laneuveville-lès-Lorquin ;LANEUVEVILLE LES LORQUIN ;57790;57380;41;48.65;7;2.31;
 Lixing-lès-Rouhling ;LIXING LES ROUHLING ;57520;57408;41;49.15;7;1.21;
 Lorquin ;LORQUIN   ;57790;57414;41;48.666667;7;2.22;
 Rouhling ;ROUHLING   ;57520;57598;41;49.133333;7;1.21;
 Xouaxange ;XOUAXANGE   ;57830;57756;41;48.7;7;2.02;
 Hinsingen ;HINSINGEN   ;67260;67199;73;48.95;7;2.81;
 Masevaux ;MASEVAUX   ;68290;68201;72;47.783333;7;2.16;
 Mitzach ;MITZACH   ;68470;68211;72;47.866667;7;2.16;
 Entre-deux-Eaux ;ENTRE DEUX EAUX ;88650;88159;11;48.233333;7;1.89;
 Fraize ;FRAIZE   ;88230;88181;11;48.183333;7;1.89;
 Mandray ;MANDRAY   ;88650;88284;11;48.216667;7;1.89;
 Ménil-de-Senones ;MENIL DE SENONES ;88210;88300;11;48.383333;7;1.89;
 La Petite-Raon ;LA PETITE RAON ;88210;88346;11;48.4;7;1.89;
 Saint-Jean-d'Ormont ;SAINT JEAN D ORMONT;88210;88419;11;48.333333;7;1.89;
 Vieux-Moulin ;VIEUX MOULIN  ;88210;88506;11;48.4;7;1.89;
 Bretagne ;BRETAGNE   ;90130;90019;73;47.6;7;1.14;
 Cunelières ;CUNELIERES   ;90150;90031;73;47.633333;7;1.1;
 Delle ;DELLE   ;90100;90033;73;47.5;7;1.85;
 Fontaine ;FONTAINE   ;90150;90047;73;47.666667;7;0.98;
 Foussemagne ;FOUSSEMAGNE   ;90150;90049;73;47.633333;7;1.1;
 Grosne ;GROSNE   ;90100;90055;73;47.566667;7;0.98;
 Joncherey ;JONCHEREY   ;90100;90056;73;47.533333;7;1.34;
 Larivière ;LARIVIERE   ;90150;90062;73;47.666667;7;0.98;
 Montreux-Château ;MONTREUX CHATEAU  ;90130;90071;73;47.616667;7;0.98;
 Thiancourt ;THIANCOURT   ;90100;90096;73;47.533333;7;1.34;
 Villars-le-Sec ;VILLARS LE SEC ;90100;90105;73;47.45;7;2.61;
 Niederseebach ;NIEDERSEEBACH   ;67160;67332;73;48.95;8;2.32;
 Rountzenheim ;ROUNTZENHEIM   ;67480;67418;73;48.816667;8;2.32;
 Stattmatten ;STATTMATTEN   ;67770;67476;73;48.8;8;2.32;
 Casamaccioli ;CASAMACCIOLI   ;20224;20073;94;42.316667;9;0.85;
 Foce ;FOCE   ;20100;20115;94;41.616667;9;2.42;
 Fozzano ;FOZZANO   ;20143;20118;94;41.7;9;2.09;
 Granace ;GRANACE   ;20100;20128;94;41.633333;9;2.35;
 Lozzi ;LOZZI   ;20224;20147;94;42.35;9;0.85;
 Moca-Croce ;MOCA CROCE  ;20140;20160;94;41.8;9;1.7;
 Pioggiola ;PIOGGIOLA   ;20259;20235;94;42.533333;9;1.15;
 Quasquara ;QUASQUARA   ;20142;20253;94;41.9;9;1.31;
 Santa-Maria-Figaniella ;SANTA MARIA FIGANIELLA ;20143;20310;94;41.7;9;2.09;
Deauville;DEAUVILLE;14800;14220;0;49;36;0;
Mas-Blanc-des-Alpilles;MAS BLANC DES ALPILLES;13103;13057;0;43;79;4;
Saint-Michel;SAINT MICHEL;9100;9271;0;43;135;1;
Callac;CALLAC;22160;22025;0;48;405;-3;
Esplas-de-Serou;ESPLAS DE SEROU;9420;9118;0;42;975;1;
Esplas;ESPLAS;9700;9117;0;43;1875;1;
Cavaillon;CAVAILLON;84300;84035;0;43;8375;5;
Lorp-Sentaraille;LORP SENTARAILLE;9190;9289;0;43;8888;1;
Prat-Bonrepaux;PRAT BONREPAUX;9160;9235;0;43;28888;1;
Caumont;CAUMONT;9160;9086;0;43;30555;1;
Roanne;ROANNE;42300;42187;0;46;36666;4;
Lacave;LACAVE;9160;9148;0;43;40277;0;
Le Puy-en-Velay;LE PUY EN VELAY;43000;43157;0;45;44166;3;
Saint-Félix-de-Rieutord;SAINT FELIX DE RIEUTORD;9120;9258;0;43;46388;1;
La Grave;LA GRAVE;5320;5063;0;45;46944;6;
Lagarde;LAGARDE;9500;9150;0;43;49444;1;
Cordes-Sur-Ciel;CORDES SUR CIEL;81170;81069;0;44;64444;1;
Château-Chinon;CHATEAU CHINON;58120;58062;0;47;65277;3;
Lasserre;LASSERRE;9230;9158;0;43;69166;1;
Digne-Les-Bains;DIGNE LES BAINS;4000;4070;0;44;93333;6;
Château-Arnoux Saint-Auban;CHATEAU ARNOUX SAINT AUBAN;4160;4049;0;44;94166;6;
Montfa;MONTFA;9350;9205;0;43;99444;1;
Cours-La-Ville;COURS LA VILLE;69470;69066;0;46;100277;4;
Fabas;FABAS;9230;9120;0;43;108055;1;
Sainte-Croix-Volvestre;SAINTE CROIX VOLVESTRE;9230;9257;0;43;125833;1;
Terrasson-Lavilledieu;TERRASSON LAVILLEDIEU;24120;24547;0;45;130833;1;
La Bastide-de-Lordat;LA BASTIDE DE LORDAT;9700;9040;0;43;143888;1;
Laguepie;LAGUEPIE;82250;82088;0;44;145277;1;
Castex;CASTEX;9350;9084;0;43;166111;1;
Montaut;MONTAUT;9700;9199;0;43;187222;1;
Sens;SENS;89100;89387;0;48;198055;3;
Mazères;MAZERES;9270;9185;0;43;251666;1;
Baraqueville;BARAQUEVILLE;12160;12056;0;44;277777;2;
Laragne-Monteglin;LARAGNE MONTEGLIN;5300;5070;0;44;315833;5;
Romorantin-Lanthenay;ROMORANTIN LANTHENAY;41200;41194;0;47;358888;1;
Fontiers-Cabardes;FONTIERS CABARDES;11310;11150;0;43;370555;2;
Gençay;GENCAY;86160;86103;0;46;373333;0;
Cosne-Cours-sur-Loire;COSNE COURS SUR LOIRE;58200;58086;0;47;412222;2;
Campagnac;CAMPAGNAC;12560;12047;0;44;418333;3;
Fréjus;FREJUS;83600;83061;0;43;433888;6;
Villefort;VILLEFORT;48800;48198;0;44;440277;3;
Dinan;DINAN;22100;22050;0;48;456388;-2;
Ouessant;OUESSANT;29242;29155;0;48;458055;-5;
Montreuil;MONTREUIL;62170;62588;0;50;464444;1;
Font-Romeu-Odeillo-Via;FONT ROMEU ODEILLO VIA;66120;66124;0;42;498333;2;
Saint-Fargeau-Ponthierry;SAINT FARGEAU PONTHIERRY;77310;77407;0;48;533333;2;
Asprières;ASPRIERES;12700;12012;0;44;546666;2;
Saint-Laurent-En-Grandvaux;SAINT LAURENT EN GRANDVAUX;39150;39487;0;46;576388;5;
L'Hospitalet-Près-l'Andorre;L HOSPITALET PRES L ANDORRE;9390;9139;0;42;590833;1;
Rieutort-de-Randon;RIEUTORT DE RANDON;48700;48127;0;44;635277;3;
Lévignac;LEVIGNAC;31530;31297;0;43;666944;1;
Neuville-De-Poitou;NEUVILLE DE POITOU;86170;86177;0;46;686111;0;
Saint-Gilles-Croix-de-Vie;SAINT GILLES CROIX DE VIE;85800;85222;0;46;698333;-1;
Canet-En-Roussillon;CANET EN ROUSSILLON;66140;66037;0;42;706666;3;
Artigues;ARTIGUES;9460;9020;0;42;717777;2;
Saint-Denis-En-Margeride;SAINT DENIS EN MARGERIDE;48700;48145;0;44;736388;3;
Goulier;GOULIER;9220;9135;0;42;755277;1;
Meyzieu;MEYZIEU;69330;69282;0;45;767222;5;
Grenade;GRENADE;31330;31232;0;43;772222;1;
Prades;PRADES;9110;9232;0;42;786944;1;
Rillieux-La-Pape;RILLIEUX LA PAPE;69140;69286;0;45;821388;4;
Cazenave-Serres-et-Allens;CAZENAVE SERRES ET ALLENS;9400;9092;0;42;840277;1;
Royère-De-Vassivière;ROYERE DE VASSIVIERE;23460;23165;0;45;841944;1;
Bogny-Sur-Meuse;BOGNY SUR MEUSE;8120;8081;0;49;850833;4;
Bonac-Irazein;BONAC IRAZEIN;9800;9059;0;42;876944;0;
Antras;ANTRAS;9800;9011;0;42;881666;0;
Soueix-Rogalle;SOUEIX ROGALLE;9140;9299;0;42;893333;1;
Saint-Honoré-Les-Bains;SAINT HONORE LES BAINS;58360;58246;0;46;906666;3;
Alos;ALOS;9200;9008;0;42;908055;1;
Soulan;SOULAN;9320;9301;0;42;913333;1;
Saint-Lary;SAINT LARY;9800;9267;0;42;929166;0;
Montgaillard;MONTGAILLARD;9330;9207;0;42;934444;1;
Villeneuve;VILLENEUVE;9800;9335;0;42;938333;0;
Pereille;PEREILLE;9300;9227;0;42;938611;1;
Brassac;BRASSAC;9000;9066;0;42;945833;1;
Villefort;VILLEFORT;11230;11424;0;42;954722;2;
Ilhat;ILHAT;9300;9142;0;42;956944;1;
Saint-Affrique;SAINT AFFRIQUE;12400;12208;0;43;959166;2;
Encourtiech;ENCOURTIECH;9200;9110;0;42;959444;1;
Seyssel;SEYSSEL;1420;1407;0;45;959722;5;
Seyssel;SEYSSEL;74910;74269;0;45;959722;5;
 Gavarnie ;GAVARNIE   ;65120;65188;72;42.733333;-0.008333;-1;
 Bretteville-sur-Dives ;BRETTEVILLE SUR DIVES ;14170;14099;25;49.033333;-0.016667;0.98;
 Douville-en-Auge ;DOUVILLE EN AUGE ;14430;14227;25;49.266667;-0.016667;1.15;
 Hiéville ;HIEVILLE   ;14170;14331;25;49.016667;-0.016667;0.98;
 Lieury ;LIEURY   ;14170;14363;25;48.983333;-0.016667;1.06;
 Le Marais-la-Chapelle ;LE MARAIS LA CHAPELLE;14620;14402;25;48.883333;-0.016667;1.84;
 Les Moutiers-en-Auge ;LES MOUTIERS EN AUGE;14620;14457;25;48.9;-0.016667;1.71;
 Norrey-en-Auge ;NORREY EN AUGE ;14620;14469;25;48.916667;-0.016667;1.58;
 Ouville-la-Bien-Tournée ;OUVILLE LA BIEN TOURNEE;14170;14489;25;49.05;-0.016667;1.02;
 Saint-Jouin ;SAINT JOUIN  ;14430;14598;25;49.216667;-0.016667;0.98;
 Thiéville ;THIEVILLE   ;14170;14688;25;49.033333;-0.016667;0.98;
 Victot-Pontfol ;VICTOT PONTFOL  ;14430;14743;25;49.166667;-0.016667;1.11;
 Aubeville ;AUBEVILLE   ;16250;16021;54;45.5;-0.016667;1.13;
 Bardenac ;BARDENAC   ;16210;16029;54;45.3;-0.016667;2.21;
 Étriac ;ETRIAC   ;16250;16133;54;45.533333;-0.016667;1.06;
 Gourville ;GOURVILLE   ;16170;16156;54;45.833333;-0.016667;0.88;
 Longré ;LONGRE   ;16240;16190;54;46;-0.016667;1.9;
 Mosnac ;MOSNAC   ;16120;16233;54;45.616667;-0.016667;1.32;
 Péreuil ;PEREUIL   ;16250;16257;54;45.483333;-0.016667;1.22;
 Poullignac ;POULLIGNAC   ;16190;16267;54;45.4;-0.016667;1.95;
 Saint-Cybardeaux ;SAINT CYBARDEAUX  ;16170;16312;54;45.766667;-0.016667;0.75;
 Sainte-Souline ;SAINTE SOULINE  ;16480;16354;54;45.383333;-0.016667;1.76;
 La Genétouze ;LA GENETOUZE  ;17360;17173;54;45.216667;-0.016667;2.49;
 Saint-Aigulin ;SAINT AIGULIN  ;17360;17309;54;45.15;-0.016667;2.56;
 Saint-Michel-de-Rivière ;SAINT MICHEL DE RIVIERE;24490;24467;72;45.133333;-0.016667;2.65;
 Ayzieu ;AYZIEU   ;32800;32025;91;43.833333;-0.016667;1.6;
 Bourrouillan ;BOURROUILLAN   ;32370;32062;91;43.8;-0.016667;1.6;
 Izotges ;IZOTGES   ;32400;32161;91;43.65;-0.016667;1.6;
 Sainte-Christie-d'Armagnac ;SAINTE CHRISTIE D ARMAGNAC;32370;32369;91;43.766667;-0.016667;1.6;
 Sorbets ;SORBETS   ;32110;32437;91;43.716667;-0.016667;1.6;
 Urgosse ;URGOSSE   ;32110;32458;91;43.733333;-0.016667;1.6;
 Belvès-de-Castillon ;BELVES DE CASTILLON ;33350;33045;72;44.866667;-0.016667;1.39;
 Castelmoron-d'Albret ;CASTELMORON D ALBRET ;33540;33103;72;44.666667;-0.016667;1.39;
 Cours-les-Bains ;COURS LES BAINS ;33690;33137;72;44.383333;-0.016667;2.17;
 Gardegan-et-Tourtirac ;GARDEGAN ET TOURTIRAC ;33350;33181;72;44.9;-0.016667;1.39;
 Mesterrieux ;MESTERRIEUX   ;33540;33283;72;44.633333;-0.016667;1.39;
 Mouliets-et-Villemartin ;MOULIETS ET VILLEMARTIN ;33350;33296;72;44.833333;-0.016667;1.39;
 Saint-Cibard ;SAINT CIBARD  ;33570;33386;72;44.933333;-0.016667;1.39;
 Herré ;HERRE   ;40310;40124;72;44;-0.016667;2.39;
 Lubbon ;LUBBON   ;40240;40161;72;44.1;-0.016667;2.39;
 Dampierre-sur-Loire ;DAMPIERRE SUR LOIRE ;49400;49118;52;47.233333;-0.016667;1.72;
 Souzay-Champigny ;SOUZAY CHAMPIGNY  ;49400;49341;52;47.233333;-0.016667;1.72;
 Argentan ;ARGENTAN   ;61200;61006;25;48.75;-0.016667;0.87;
 Ommoy ;OMMOY   ;61160;61316;25;48.85;-0.016667;1.64;
 Sévigny ;SEVIGNY   ;61200;61472;25;48.783333;-0.016667;1.13;
 Vrigny ;VRIGNY   ;61570;61511;25;48.666667;-0.016667;0.9;
 Casteide-Doat ;CASTEIDE DOAT  ;64460;64173;72;43.383333;-0.016667;1.93;
 Labatut ;LABATUT   ;64460;64293;72;43.425;-0.016667;-1;
 Azereix ;AZEREIX   ;65380;65057;72;43.216667;-0.016667;1.36;
 Jarret ;JARRET   ;65100;65233;72;43.083333;-0.016667;1.32;
 Lahitte-Toupière ;LAHITTE TOUPIERE  ;65700;65248;72;43.45;-0.016667;2.2;
 Ourdon ;OURDON   ;65100;65349;72;43.033333;-0.016667;1.32;
 Saint-Créac ;SAINT CREAC  ;65100;65386;72;43.05;-0.016667;1.32;
 Saligos ;SALIGOS   ;65120;65399;72;42.9;-0.016667;1.66;
 Sassis ;SASSIS   ;65120;65411;72;42.866667;-0.016667;1.89;
 Sazos ;SAZOS   ;65120;65413;72;42.883333;-0.016667;1.77;
 Soublecause ;SOUBLECAUSE   ;65700;65432;72;43.533333;-0.016667;2.78;
 Vizos ;VIZOS   ;65120;65480;72;42.883333;-0.016667;1.77;
 Chemiré-le-Gaudin ;CHEMIRE LE GAUDIN ;72210;72075;52;47.933333;-0.016667;1.08;
 Clermont-Créans ;CLERMONT CREANS  ;72200;72084;52;47.716667;-0.016667;1.8;
 Conlie ;CONLIE   ;72240;72089;52;48.116667;-0.016667;1.08;
 Courcelles-la-Forêt ;COURCELLES LA FORET ;72270;72100;52;47.783333;-0.016667;1.43;
 Mézeray ;MEZERAY   ;72270;72195;52;47.833333;-0.016667;1.15;
 Moulins-le-Carbonnel ;MOULINS LE CARBONNEL ;72130;72212;52;48.366667;-0.016667;1.83;
 Bouin ;BOUIN   ;79110;79045;74;46.083333;-0.016667;1.63;
 Hanc ;HANC   ;79110;79140;74;46.083333;-0.016667;1.63;
 Lezay ;LEZAY   ;79120;79148;74;46.266667;-0.016667;1.63;
 Marnes ;MARNES   ;79600;79167;74;46.85;-0.016667;1.81;
 Vasles ;VASLES   ;79340;79339;74;46.583333;-0.016667;1.63;
 Glénouze ;GLENOUZE   ;86200;86106;11;47;-0.016667;1.8;
 Moncontour ;MONCONTOUR   ;86330;86161;11;46.883333;-0.016667;1.8;
 Morton ;MORTON   ;86120;86169;11;47.116667;-0.016667;2.31;
 Saint-Chartres ;SAINT CHARTRES  ;86330;86216;11;46.833333;-0.016667;1.8;
 Saint-Laon ;SAINT LAON  ;86200;86227;11;46.983333;-0.016667;1.8;
 Monségur ;MONSEGUR   ;64460;64395;72;43.4318;-0.01679;-1;
 Sainte-Radegonde ;SAINTE RADEGONDE  ;33350;33468;72;44.841667;-0.025;-1;
 Castelnau-Rivière-Basse ;CASTELNAU RIVIERE BASSE ;65700;65130;72;43.583333;-0.03127;-1;
 Angerville ;ANGERVILLE   ;14430;14012;25;49.25;-0.033333;1.02;
 Auberville ;AUBERVILLE   ;14640;14024;25;49.316667;-0.033333;1.54;
 Barou-en-Auge ;BAROU EN AUGE ;14620;14043;25;48.933333;-0.033333;1.45;
 Biéville-en-Auge ;BIEVILLE EN AUGE ;14270;14071;25;49.133333;-0.033333;0.97;
 Écajeul ;ECAJEUL   ;14270;14233;25;49.066667;-0.033333;0.93;
 Gonneville-sur-Mer ;GONNEVILLE SUR MER ;14510;14305;25;49.283333;-0.033333;1.28;
 Saint-Léger-Dubosq ;SAINT LEGER DUBOSQ ;14430;14606;25;49.233333;-0.033333;0.93;
 Saint-Pierre-sur-Dives ;SAINT PIERRE SUR DIVES;14170;14654;25;49.016667;-0.033333;0.93;
 Quétiéville ;QUETIEVILLE   ;14270;14901;25;49.1;-0.033333;0.93;
 Bessac ;BESSAC   ;16250;16041;54;45.433333;-0.033333;1.49;
 Bonneville ;BONNEVILLE   ;16170;16051;54;45.833333;-0.033333;0.82;
 Brie-sous-Barbezieux ;BRIE SOUS BARBEZIEUX ;16300;16062;54;45.433333;-0.033333;1.72;
 Échallat ;ECHALLAT   ;16170;16123;54;45.716667;-0.033333;1.17;
 Jurignac ;JURIGNAC   ;16250;16175;54;45.533333;-0.033333;1.29;
 Moulidars ;MOULIDARS   ;16290;16234;54;45.666667;-0.033333;1.13;
 Oradour ;ORADOUR   ;16140;16248;54;45.9;-0.033333;1.02;
 Saint-Simeux ;SAINT SIMEUX  ;16120;16351;54;45.633333;-0.033333;1.21;
 La Barde ;LA BARDE  ;17360;17033;54;45.133333;-0.033333;2.63;
 Goux ;GOUX   ;32400;32151;91;43.616667;-0.033333;1.66;
 Marguestau ;MARGUESTAU   ;32150;32236;91;43.883333;-0.033333;1.66;
 Nogaro ;NOGARO   ;32110;32296;91;43.766667;-0.033333;1.66;
 Salles-d'Armagnac ;SALLES D ARMAGNAC ;32370;32408;91;43.8;-0.033333;1.66;
 Castillon-la-Bataille ;CASTILLON LA BATAILLE ;33350;33108;72;44.85;-0.033333;1.32;
 Cleyrac ;CLEYRAC   ;33540;33129;72;44.716667;-0.033333;1.32;
 Fontet ;FONTET   ;33190;33170;72;44.55;-0.033333;1.33;
 Loubens ;LOUBENS   ;33190;33250;72;44.616667;-0.033333;1.32;
 Mauriac ;MAURIAC   ;33540;33278;72;44.75;-0.033333;1.39;
 Pujols ;PUJOLS   ;33350;33344;72;44.8;-0.033333;1.32;
 La Réole ;LA REOLE  ;33190;33352;72;44.583333;-0.033333;1.32;
 Ruch ;RUCH   ;33350;33361;72;44.766667;-0.033333;1.32;
 Saint-Martin-de-Lerm ;SAINT MARTIN DE LERM;33540;33443;72;44.633333;-0.033333;1.32;
 Saint-Martin-du-Puy ;SAINT MARTIN DU PUY;33540;33446;72;44.666667;-0.033333;1.32;
 Saint-Philippe-d'Aiguille ;SAINT PHILIPPE D AIGUILLE;33350;33461;72;44.916667;-0.033333;1.44;
 Saint-Sauveur-de-Puynormand ;SAINT SAUVEUR DE PUYNORMAND;33660;33472;72;45;-0.033333;1.52;
 Saint-Sève ;SAINT SEVE  ;33190;33479;72;44.583333;-0.033333;1.32;
 Blou ;BLOU   ;49160;49030;52;47.366667;-0.033333;1.66;
 Neuillé ;NEUILLE   ;49680;49224;52;47.35;-0.033333;1.66;
 Pontigné ;PONTIGNE   ;49150;49245;52;47.55;-0.033333;1.66;
 Villebernier ;VILLEBERNIER   ;49400;49374;52;47.25;-0.033333;1.66;
 La Bellière ;LA BELLIERE  ;61570;61039;25;48.633333;-0.033333;1.31;
 La Ferrière-Bochard ;LA FERRIERE BOCHARD ;61420;61165;25;48.416667;-0.033333;1.68;
 Livaie ;LIVAIE   ;61420;61228;25;48.516667;-0.033333;1.04;
 Saint-Didier-sous-Écouves ;SAINT DIDIER SOUS ECOUVES;61320;61383;25;48.55;-0.033333;1.66;
 Castéra-Loubix ;CASTERA LOUBIX  ;64460;64174;72;43.4;-0.033333;1.88;
 Lamayou ;LAMAYOU   ;64460;64309;72;43.383333;-0.033333;1.88;
 Ponson-Debat-Pouts ;PONSON DEBAT POUTS ;64460;64451;72;43.333333;-0.033333;1.88;
 Adé ;ADE   ;65100;65002;72;43.133333;-0.033333;1.41;
 Bartrés ;BARTRES   ;65100;65070;72;43.116667;-0.033333;1.41;
 Berbérust-Lias ;BERBERUST LIAS  ;65100;65082;72;43.033333;-0.033333;1.41;
 Chèze ;CHEZE   ;65120;65145;72;42.9;-0.033333;1.66;
 Ger ;GER   ;65100;65197;72;43.05;-0.033333;1.41;
 Grust ;GRUST   ;65120;65210;72;42.883333;-0.033333;1.77;
 Hagedet ;HAGEDET   ;65700;65215;72;43.516667;-0.033333;2.66;
 Lascazères ;LASCAZERES   ;65700;65264;72;43.5;-0.033333;2.55;
 Lugagnan ;LUGAGNAN   ;65100;65291;72;43.05;-0.033333;1.41;
 Oroix ;OROIX   ;65320;65341;72;43.3;-0.033333;1.41;
 Ossun ;OSSUN   ;65380;65344;72;43.183333;-0.033333;1.41;
 Brains-sur-Gée ;BRAINS SUR GEE ;72550;72045;52;48.016667;-0.033333;1.81;
 Fercé-sur-Sarthe ;FERCE SUR SARTHE ;72430;72131;52;47.9;-0.033333;1.15;
 Montreuil-le-Chétif ;MONTREUIL LE CHETIF ;72130;72209;52;48.25;-0.033333;1.56;
 Neuvy-en-Champagne ;NEUVY EN CHAMPAGNE ;72240;72219;52;48.083333;-0.033333;1.15;
 Saint-Jean-du-Bois ;SAINT JEAN DU BOIS;72430;72293;52;47.866667;-0.033333;1.15;
 Sougé-le-Ganelon ;SOUGE LE GANELON ;72130;72337;52;48.316667;-0.033333;1.55;
 Ardilleux ;ARDILLEUX   ;79110;79011;74;46.1;-0.033333;1.55;
 Chenay ;CHENAY   ;79120;79084;74;46.316667;-0.033333;1.54;
 Les Forges ;LES FORGES  ;79340;79124;74;46.55;-0.033333;1.54;
 Loizé ;LOIZE   ;79110;79151;74;46.133333;-0.033333;1.54;
 Pas-de-Jeu ;PAS DE JEU ;79100;79203;74;46.983333;-0.033333;1.88;
